,quote,author,categories
6074,"시간 자원의 분배 측면에서만 따져 본다면, 종교는 그다지 효율적이지 않다. 일요일 아침에 할 수 있는 일은 많기 때문이다.",빌 게이츠,종교
6075,인간의 신경증이 드러나는 가장 논리적인 방법은 연기이며 이런 중대한 필요성 때문에 우리는 모두 자신을 표현해야 한다.,제임스 딘,"자기자신, 연기(act), 표현"
6076,"더 이상 의심할 것이 없을 때까지 의심하라, 의심은 생각이고, 생각이 곧 인생이다. 의심을 품지 못하게 하는 체제는 생각을 마비시키는 장치이다.",알버트 게랄드,"의심, 체제"
6077,실제로 느끼지 못하는 사랑을 느끼는 척 하지 말라. 사랑은 우리가 좌지우지 할 수 없으므로.,앨런 왓츠,사랑
6078,남이 나를 알아주지 않아도 노여워 하지 않음이 또한 군자가 아니겠는가,공자,군자
6079,"온전히 너그러워지던가, 전혀 너그러워지지 마라. 선과 악 중 한 가지 길만을 가라. 중간에 서있기 위해서는 지금보다 더 강해져야 한다.",하인리히 하이네,"선(good), 악(evil)"
6080,생명은 생명을 낳는다. 에너지는 에너지를 창출한다. 사람이 부자가 되는 것은 자신을 소모시킴에 따라 일어난다.,사라 베른하르트,"부자, 사람"
6081,내가 농부들과 함께 있는 것을 더 좋아하는 이유는 농부들은 잘못 사고하도록 충분한 교육을 받지 않았기 때문이다.,미셸 드 몽테뉴,교육
6082,너희들이 나만큼 인생에 대해 알게 되면 강박적인 사랑의 힘을 과소평가하진 않을 게다.,J. K. 롤링,사랑
6083,가장 큰 영광은 한 번도 실패하지 않음이 아니라 실패할 때마다 다시 일어서는 데에 있다.,공자,실패
6084,더러운 것에 대한 혐오가 지나치면 스스로를 정화하고 정당화하는 데에 장애가 될 수 있다.,프리드리히 니체,"더러움, 혐오, 결벽증"
6085,"마음에 대해 논할 때, 자기 기만에 대해서는 할 말이 많다.",다이앤 프롤로브,"마음, 자기자신"
6086,신이시여 남자에게나 여자에게나 명예란 그들 영혼을 직접 빛내주는 보석이나 같습니다. 만약 누가 내 지갑을 훔쳐간다면 그건 쓰레기를 가져가는 셈입니다. 그것은 아무 것도 아닙니다. 한 때는 제 것이다가 이제는 다른 이의 것이며 수많은 이들의 손을 거치는 노예와 같은 것입니다. 하지만 만일 누가 내 명예를 빼앗아 간다면 비록 그사람을 부유하게 만들지는 못할지라도 저는 참으로 초라하게 될 것입니다.,윌리엄 셰익스피어,"명예, 돈(money), 남자, 여자"
6087,"남자는 환상의 세계 속에서 산다. 나는 남자이기 때문에, 그리고 실제로 우편물을 그리로 받아보기 때문에 이 사실을 알고 있다.",스콧 애덤스,남자
6088,못 가진 것에 대한 욕망으로 가진 것을 망치지 말라. 하지만 지금 가진 것이 한때는 바라기만 했던 것 중 하나였다는 것도 기억하라.,에피쿠로스,"욕망, 소유"
6089,경험은 같은 실수를 되풀이 할 때 그것을 깨닫게 해주는 놀라운 것이다.,프랭클린 P. 존스,"경험, 실수"
6090,"누군가를 미워하고 있다면, 그 사람의 모습 속에 보이는 자신의 일부분을 미워하는 것이다. 나의 일부가 아닌 것은 거슬리지 않는다.",헤르만 헤세,미움
6091,"진정한 여행자는 걸어서 다니는 자이며, 걸으면서도 자주 앉는다.",콜레트,여행자
6092,"죽는 것은 네가 아니라 오직 네 몸일 뿐이다. 네 외양이 드러내는 사람은 너 자신이 아니다. 네 손가락이 가리키는 겉모습이 아니라, 네 영혼이 네 진짜 자아이다.",키케로,"자기자신, 자아, 죽음"
6093,네 모습 그대로 미움 받는 것이 너 아닌 다른 모습으로 사랑 받는 것보다 낫다.,앙드레 지드,"사랑, 미움"
6094,자신이 공들이고 견뎌낸 모든 것을 기억하는 사람에게는 슬픔조차도 오랜 시간이 지나면 기쁨이 된다.,호메로스,"기억, 슬픔, 기쁨"
6095,이름이란 게 무슨 소용인가? 장미꽃은 다른 이름으로 불리워져도 똑같이 향기로울 게 아닌가?,윌리엄 셰익스피어,"이름, 장미꽃"
6096,자식을 키우다 그 역설과 부조리함에 웃게 될 때가 있다. 하지만 때로는 순수하게 기뻐서 웃기도 한다.,바바라 샤피로,"자식, 양육"
6097,우리가 가진 과학의 힘이 정신적 힘을 앞서고 있다. 우리에게는 유도 미사일과 잘못 유도된 사람들이 있다.,마틴 루터 킹,"과학, 정신, 사람"
6098,진정한 책을 만났을 때는 틀림이 없다. 그것은 사랑에 빠지는 것과도 같다.,크리스토퍼 몰리,"책(book), 독서"
6099,나의 어느 부분도 원래부터 있었던 것이 아니다. 나는 모든 지인들의 노력의 집합체다.,척 팔라닉,"자기자신, 인간관계"
6100,우리가 해야할 일은 끊임없이 호기심을 갖고 새로운 생각을 시험해보고 새로운 인상을 받는 것이다.,월터 페이터,"배움, 인생살이"
6101,"행복하기 위해 살 수 없다면, 최소한 행복할 자격을 갖추기 위해 살자.",임마누엘 에르만 피히테,행복
6102,평화를 가져오고 싶거든 친구에게 말하지 말고 적에게 말하라.,모세 다얀,"평화, 친구, 적(enemy)"
6103,사실 우리가 가진 것이라곤 마음대로 움직일 수 있는 몸과 근육 뿐이다.,알레그라 켄트,"재산, 몸(body), 근육"
6104,한 권의 책을 읽음으로써 자신의 삶에서 새 시대를 본 사람이 너무나 많다.,헨리 데이비드 소로,"독서, 책(book)"
6105,나는 음악이 싫다. 특히 연주될 때에는.,지미 듀란티,음악
6106,"어질지 않은 사람을 보면, 속으로 스스로 반성하라.",공자,"반성, 자기자신"
6107,인간의 뇌는 정밀하면서도 그 능력이 아직까지 전부 알려지지 않았다는 점에서 가장 특이한 장치이다.,스튜어트 시튼,뇌(brain)
6108,사람들이 웃을 때도 삶이 여전히 진지한 것이듯 사람들이 죽을 때도 삶은 여전히 재미있는 것이다.,조지 버나드 쇼,"삶, 인생, 웃음, 죽음"
6109,"나는 아홉 살 때까지 정말 행복한 어린 시절을 보냈지만, 그 후 이혼이라는 전형적인 역경에 큰 영향을 받았다.",커트 코베인,"행복, 이혼, 인생살이"
6110,나는 이런 결론을 내렸다. 장삿속은 정말로 구역질 난다는 거다. 대중에 팔기 위해 장삿속이 짙어질수록 정말 구역질 난다.,앤디 워홀,"장사, 판매"
6111,철학은 언어를 무기로 하여 우리의 지성에 걸린 주문과 싸우는 전투이다.,루트비히 비트겐슈타인,"철학, 언어"
6112,무언가가 아니라 누군가가 되기로 결정을 하고 나면 얼마나 많은 걱정을 덜게 되는가.,가브리엘 코코 샤넬,"결정, 자기자신"
6113,위험에 대한 두려움이 위험을 막게 하라. 두려워하지 않는 자는 위험에게 우위를 내준다.,프란시스 퀄스,"위험, 두려움"
6114,어떤 사람들만 의지가 있고 다른 사람들은 의지가 없는 게 아니다. 변화할 준비가 된 사람과 그렇지 않은 사람이 있을 뿐이다.,제임스 고든,"의지, 변화"
6115,우선 돈을 벌기 위하여 제품을 디자인하면 아마도 사람들은 당신에게 아무것도 남기지 않을 것이다.,타라 헌트,디자인(design)
6116,만약 인간이 자유롭게 태어났고 계속해서 자유로웠더라면 선악에 대한 관념을 형성하지 않았을 것이다.,바뤼흐 스피노자,"자유, 인간, 선악, 선(good), 악(evil)"
6117,외적인 영향에 좌우되고 싶지 않다면 먼저 자기 자신의 격렬한 감정부터 초월해야 한다.,사무엘 존슨,"감정, 자기자신"
6118,의무를 즐기고 증오하고는 성품의 뛰어남과 큰 관계가 있다.,아리스토텔레스,"의무, 성품"
6119,"인성은 쉽고 조용하게 계발될 수 없다. 시련과 고통의 경험을 통해서만 영혼은 강해지고, 야망이 고무되고, 성공이 이뤄질 수 있다.",헬렌 켈러,"인성(character), 경험, 시련, 고통"
6120,"인간에게 가을은 수확의 시간, 함께 모이는 시간이다. 자연에게는 가을은 씨를 뿌리고 외부로 흩어지는 시간이다.",에드윈 웨이 틸,"가을, 자연, 인간"
6121,사람들에게 문제점을 보여주고 해결방식을 제시하면 사람들이 실천에 옮기리라 믿는다.,빌 게이츠,"실천, 문제, 해결"
6122,완전한 이성에 따라 자유로이 동의할 수 있는 사람만이 자유롭다.,바뤼흐 스피노자,"자유, 이성(reason)"
6123,"진실은 웅변과 미덕의 비결이다. 도덕적 권위의 기초이고, 예술과 인생의 정점이다.",앙리 프레데릭 아미엘,진실
6124,세월이 흐르면서 너의 신체는 걸어다니는 자서전이 되어 친구든 낯선 이든 모든 사람에게 네 삶의 크고 작은 난관을 말해 준다.,마릴린 퍼거슨,"신체, 몸(body)"
6125,저는 모든 두려움은 우리가 정체성을 억지로 부인하는데서 생겨난다 확신하며 자랐어요.,프란시스 무어 라페,두려움
6126,종교서적이든 아니든 책을 크리스마스 선물로 주라. 책은 살찔 염려도 전혀 없고 죄책감에 시달리는 일도 거의 없고 영원히 개인소장할 수 있다.,레노어 허시,"선물, 책(book)"
6127,배우가 되는 것은 세상에서 가장 외로운 일이다. 배우가 가진 것이라곤 집중력과 상상력뿐이다.,제임스 딘,배우
6128,인생의 비극은 우리가 너무 일찍 늙고 너무 늦게 현명해 진다는 것이다.,벤저민 프랭클린,"인생, 현명"
6129,"대학 졸업장은 한 인간이 완성품이라는 증명이 아니라, 인생의 준비가 되었다는 표시이다.",에드워드 A. 말로이,"대학, 졸업장"
6130,분노는 당신을 더 하찮게 만드는 반면 용서는 당신을 예전보다 뛰어난 사람으로 성장하게 한다.,셰리 카터 스콧,"분노(anger), 용서"
6131,저녁을 먹으며 음악을 듣는 행위는 요리사와 바이올리니스트 모두에 대한 모독이다.,G. K. 체스터튼,"음악, 식사"
6132,교육은 읽을 줄 알지만 무엇이 읽을 가치가 있는지는 모르는 수많은 사람을 배출해냈다.,G. M. 트리벨리언,"교육, 읽기, 독서"
6133,당연히 실수는 개선할 점을 알려준다. 실수가 없다면 뭘 개선할지 어떻게 알겠는가?,피터 맥윌리엄스,"실수, 개선"
6134,예수는 너무 일찍 죽었다. 만일 그가 내 나이만큼 살았다면 자신의 교리를 부인했을 것이다.,프리드리히 니체,예수
6135,겸손함이 없이 말하는 이는 말을 잘 하는 것의 어려움을 알게 될 것이니라.,공자,"겸손함, 말(words)"
6136,절대로 죽음의 문을 두드리지 말고 벨을 누른 후 도망가! 죽음은 그걸 정말 싫어하거든!,매트 플레워,죽음
6137,"우정이 깊어지는 것을 거부하지 말라. 열에 아홉이 아무 것도 가져다 주지 않을 때, 나머지 하나가 되돌려 줄 수 있으니.",탕생 부인,우정
6138,화려하고 복잡한 걸작을 요리할 필요는 없다. 다만 신선한 재료로 좋은 음식을 요리하라.,줄리아 차일드,"요리, 음식"
6139,돈의 가치를 알고자 하거든 가서 돈을 조금 빌려보라. 돈을 빌리러 가는 것은 슬픔을 빌리러 가는 것이다.,벤자민 프랭클린,"돈(money), 슬픔"
6140,"최고의 인격과 가장 숭고한 재주를 갖춘 사람에게서 찾을 수 있는 덕성은 명예, 지식, 힘, 영예에 대한 채워지지 않는 열망이다.",키케로,"사람, 인격, 열망"
6141,이 세상 그 어느 곳보다도 미술관에서 그림에 대한 훨씬 터무니 없는 의견이 오고간다.,에드몽 드 공쿠르,"그림, 미술관"
6142,좋은 의사소통은 블랙 커피만큼 자극적이고 각성 효과도 뛰어나다.,앤 모로우 린드버그,의사소통(communication)
6143,"주위 사람들, 심지어 가장 친한 친구들마저도 나를 지치게 한다. 외로움은 삶이라는 공동체에서 느낄 수 있는 최고의 기분임을 깨닫는다.",마가릿 조,"외로움, 삶, 기분"
6144,"뭉치면 서고, 갈라지면 넘어진다.",이솝,"협동, 분열"
6145,이제 미국에는 평균체중인 사람보다 과체중인 사람이 더 많다. 그러니 이제 과체중이 평균이다. 당신이 새해 목표를 이루었다는 뜻이다.,제이 레노,"체중, 몸무게"
6146,인간의 진정한 재산은 기억이다. 기억 속에서 인간은 가장 부유하면서 또 가장 빈곤하다.,알렉산더 스미스,"기억, 인간, 재산"
6147,나의 기도는 하늘로 비상하나 나의 마음은 지상에 머물러 있구나. 진정한 마음이 담기지 않은 기도가 어찌 천국에 다다를 수 있으랴.,윌리엄 셰익스피어,"기도, 마음"
6148,그들은 믿음이 너무 강해서 정확히 무엇을 믿는지는 조금도 중요하지 않게 되었다. 그들 모두 완고함에만 빠져있었다.,루이스 어드리크,믿음
6149,행복한 결혼은 완벽한 부부가 만났을 때 이루어지는 게 아니다. 불완전한 부부가 서로의 차이점을 즐거이 받아들이는 법을 배울 때 이뤄지는 것이다.,데이브 모이러,"결혼, 부부"
6150,자아는 이미 만들어진 것이 아니라 선택을 통해 계속해서 만들어 가는 것이다.,존 듀이,자아(self)
6151,나는 늘 평범한 사나이들한테서 어려움을 겪곤 했다. 그들은 늘 나에게 위협적이었다.,커트 코베인,남자
6152,"정열적인 사랑은 빨리 달아오른 만큼 빨리 식는다. 은은한 정은 그보다는 천천히 생기며, 헌신적인 마음은 그 보다도 더디다.",로버트 스턴버그,"정열, 사랑, 헌신"
6153,많이 보고 많이 겪고 많이 공부하는 것은 배움의 세 기둥이다.,벤저민 디즈레일리,배움
